"filename", "language", "XML", "Markdown", "Java Properties", "Batch", "HTML", "Java", "JavaScript", "CSS", "Sass", "JSON", "comment", "blank", "total"
"d:\DevelopTools\Code\VSCode\Project\zhihu\.mvn\wrapper\maven-wrapper.properties", "Java Properties", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\.VSCodeCounter\2024-03-25_16-29-36\details.md", "Markdown", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 47
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\.VSCodeCounter\2024-03-25_16-29-36\diff-details.md", "Markdown", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\.VSCodeCounter\2024-03-25_16-29-36\diff.md", "Markdown", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\.VSCodeCounter\2024-03-25_16-29-36\results.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\.VSCodeCounter\2024-03-25_16-29-36\results.md", "Markdown", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 58
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\.mvn\wrapper\maven-wrapper.properties", "Java Properties", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\mvnw.cmd", "Batch", 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 51, 37, 206
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\pom.xml", "XML", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 72
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\java\com\baidu\zhihu\ZhihuApplication.class", "Java", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 1, 22
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\java\com\baidu\zhihu\control\PageControl.class", "Java", 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 1, 86
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\java\com\baidu\zhihu\control\UserControl.class", "Java", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 1, 62
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\java\com\baidu\zhihu\model\Comment.class", "Java", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 1, 27
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\java\com\baidu\zhihu\model\Date.class", "Java", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 1, 42
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\java\com\baidu\zhihu\model\Post.class", "Java", 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 1, 79
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\java\com\baidu\zhihu\model\Reply.class", "Java", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\java\com\baidu\zhihu\model\User.class", "Java", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 1, 40
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\java\com\baidu\zhihu\model\abstractClass\comment.class", "Java", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 1, 65
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\java\com\baidu\zhihu\service\CommentSerice.class", "Java", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 1, 18
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\java\com\baidu\zhihu\service\PostService.class", "Java", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 1, 19
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\java\com\baidu\zhihu\service\UserService.class", "Java", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 1, 15
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\java\com\baidu\zhihu\service\impl\CommentServiceImpl.class", "Java", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\java\com\baidu\zhihu\service\impl\PostServiceImpl.class", "Java", 0, 0, 0, 0, 0, 209, 0, 0, 0, 0, 0, 1, 210
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\java\com\baidu\zhihu\service\impl\UserServiceImpl.class", "Java", 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 1, 71
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\application.properties", "Java Properties", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\static\css\Header.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 224, 0, 0, 0, 28, 252
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\static\css\Header.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\static\css\Header.sass", "Sass", 0, 0, 0, 0, 0, 0, 0, 0, 196, 0, 0, 2, 198
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\static\css\Homepage.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 6, 40
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\static\css\Homepage.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\static\css\Homepage.sass", "Sass", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 1, 29
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\static\css\Login.sass", "Sass", 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 1, 81
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\static\css\Posts.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 20, 192
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\static\css\Posts.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\static\css\Posts.sass", "Sass", 0, 0, 0, 0, 0, 0, 0, 0, 153, 0, 35, 1, 189
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\static\css\SideBox.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 9, 81
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\static\css\SideBox.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\static\css\SideBox.sass", "Sass", 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 2, 66
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\static\css\login.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 7, 90
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\static\css\login.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\static\js\Header.js", "JavaScript", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 3, 41
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\static\js\HomePage.js", "JavaScript", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 2, 1, 12
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\static\js\Posts.js", "JavaScript", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 4, 3, 44
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\templates\HomePage.html", "HTML", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 6, 10, 48
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\templates\HomePage_Unit\Header.html", "HTML", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 3, 51
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\templates\HomePage_Unit\Login.html", "HTML", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 1, 5, 28
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\templates\HomePage_Unit\Posts.html", "HTML", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 1, 50
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\main\resources\templates\HomePage_Unit\SideBox.html", "HTML", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 3, 21
"d:\DevelopTools\Code\VSCode\Project\zhihu\bin\src\test\java\com\baidu\zhihu\ZhihuApplicationTests.class", "Java", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 1, 18
"d:\DevelopTools\Code\VSCode\Project\zhihu\mvnw.cmd", "Batch", 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 51, 37, 206
"d:\DevelopTools\Code\VSCode\Project\zhihu\pom.xml", "XML", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 72
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\java\com\baidu\zhihu\ZhihuApplication.java", "Java", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 5, 14
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\java\com\baidu\zhihu\control\PageControl.java", "Java", 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 2, 15, 129
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\java\com\baidu\zhihu\control\UserControl.java", "Java", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 1, 13, 55
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\java\com\baidu\zhihu\model\Comment.java", "Java", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 8, 25
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\java\com\baidu\zhihu\model\Date.java", "Java", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 12, 50
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\java\com\baidu\zhihu\model\HotSearch.java", "Java", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 9, 29
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\java\com\baidu\zhihu\model\Post.java", "Java", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 4, 21, 89
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\java\com\baidu\zhihu\model\Reply.java", "Java", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4, 8
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\java\com\baidu\zhihu\model\User.java", "Java", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 12, 36
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\java\com\baidu\zhihu\model\abstractClass\comment.java", "Java", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 5, 13, 58
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\java\com\baidu\zhihu\service\CommentSerice.java", "Java", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 8, 8, 29
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\java\com\baidu\zhihu\service\HotSearchService.java", "Java", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 6, 15
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\java\com\baidu\zhihu\service\PostService.java", "Java", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 6, 10, 27
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\java\com\baidu\zhihu\service\UserService.java", "Java", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 3, 9, 21
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\java\com\baidu\zhihu\service\impl\CommentServiceImpl.java", "Java", 0, 0, 0, 0, 0, 267, 0, 0, 0, 0, 1, 24, 292
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\java\com\baidu\zhihu\service\impl\HotSearchServiceImpl.java", "Java", 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 11, 61
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\java\com\baidu\zhihu\service\impl\PostServiceImpl.java", "Java", 0, 0, 0, 0, 0, 176, 0, 0, 0, 0, 7, 22, 205
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\java\com\baidu\zhihu\service\impl\UserServiceImpl.java", "Java", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 3, 11, 66
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\application.properties", "Java Properties", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\css\Header.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 227, 0, 0, 0, 29, 256
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\css\Header.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\css\Header.sass", "Sass", 0, 0, 0, 0, 0, 0, 0, 0, 198, 0, 0, 2, 200
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\css\HeaderLogSuccess.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 213, 0, 0, 0, 28, 241
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\css\HeaderLogSuccess.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\css\HeaderLogSuccess.sass", "Sass", 0, 0, 0, 0, 0, 0, 0, 0, 185, 0, 0, 3, 188
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\css\Homepage.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 8, 59
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\css\Homepage.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\css\Homepage.sass", "Sass", 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 43
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\css\Login.sass", "Sass", 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 1, 81
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\css\Posts.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 302, 0, 0, 0, 37, 339
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\css\Posts.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\css\Posts.sass", "Sass", 0, 0, 0, 0, 0, 0, 0, 0, 271, 0, 0, 1, 272
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\css\SideBox.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 9, 81
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\css\SideBox.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\css\SideBox.sass", "Sass", 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 2, 66
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\css\login.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 7, 90
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\css\login.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\js\Header.js", "JavaScript", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 3, 32
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\js\HomePage.js", "JavaScript", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 2, 3, 34
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\static\js\Posts.js", "JavaScript", 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 12, 4, 112
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\templates\HomePage.html", "HTML", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 7, 11, 53
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\templates\HomePage_LogSuccess.html", "HTML", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 7, 11, 52
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\templates\bigUnit\Header.html", "HTML", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 3, 51
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\templates\bigUnit\HeaderLogSuccess.html", "HTML", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 3, 53
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\templates\bigUnit\Login.html", "HTML", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 1, 5, 28
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\templates\bigUnit\Posts.html", "HTML", 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 1, 0, 99
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\main\resources\templates\bigUnit\SideBox.html", "HTML", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 3, 21
"d:\DevelopTools\Code\VSCode\Project\zhihu\src\test\java\com\baidu\zhihu\ZhihuApplicationTests.java", "Java", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 5, 14
"Total", "-", 126, 113, 10, 236, 474, 1744, 238, 1544, 1362, 1, 229, 644, 6721